Symbol,logFC,logCPM,PValue,FDR
CG33494,0.902036279,0.884023439,0.036173633,0.124781231
Bap111,0.928322191,6.049590174,0.03624364,0.124977158
CG14767,-0.355594645,8.524096054,0.03638361,0.125414106
Mat89Ba,1.01071733,4.465968803,0.03642272,0.12545738
ergic53,0.420672765,6.252971493,0.036430851,0.12545738
fz3,0.426697223,6.616960433,0.036435942,0.12545738
ApepP,0.832500922,5.070213093,0.036503236,0.125643369
Usp12-46,0.473994666,5.53504191,0.036604179,0.125944995
CG3045,1.164227555,2.865752413,0.036643978,0.126034157
RpS30,0.350439882,9.800416204,0.036656732,0.126034157
Ublcp1,0.823422505,4.963437066,0.036671374,0.1260387
Neto,0.859874963,1.555921249,0.036730529,0.126196175
Tina-1,-0.368820228,9.553015424,0.036768085,0.126243067
MYPT-75D,-0.466234572,6.866955286,0.036770861,0.126243067
CG5800,1.02903298,3.989573294,0.036860935,0.126505204
SmF,0.846827211,4.226523834,0.036873954,0.126505204
lic,0.784228564,5.720729106,0.036906246,0.126556212
Nnf1b,0.89090407,2.205384059,0.036915572,0.126556212
CG10082,0.365163438,7.20422194,0.037001068,0.126795517
CG17167,0.755637089,2.410021219,0.037012177,0.126795517
CG13622,-0.697294456,2.556063073,0.037093054,0.127026592
Uba2,0.751060791,6.209958556,0.037190595,0.12728148
CG5522,0.436911642,6.489000329,0.037194387,0.12728148
G6P,-0.692358511,3.154990821,0.037227313,0.127348098
CG8837,0.704798162,3.620021798,0.037243336,0.127356863
CG13708,0.640354897,4.183784805,0.037325429,0.127559099
yellow-b,0.683202859,3.84538807,0.037342547,0.127559099
Mes2,0.689876992,2.415967799,0.03734292,0.127559099
CG7115,0.454716414,6.221681295,0.037374722,0.127621659
H,0.956070628,5.376712636,0.037511789,0.128043489
CG34401,-0.501809635,5.286431497,0.037525762,0.128044991
CG2310,0.694522489,4.806088324,0.037698714,0.128566214
CG17734,-0.387098059,7.10173423,0.037726012,0.128566214
Set2,0.750819811,6.162157308,0.037730275,0.128566214
CG33639,0.841552534,0.42853115,0.037732866,0.128566214
RunxA,0.820478213,0.810040888,0.037796429,0.128736434
xmas-2,0.887116126,3.642020672,0.037882193,0.12894835
et,0.825194547,0.634551442,0.037885903,0.12894835
CG7280,0.624013462,4.277747228,0.037920001,0.129010858
Myd88,-0.375469507,6.735501835,0.037931537,0.129010858
Sod3,-0.346732908,8.059115657,0.038053556,0.129379356
CG31814,0.677481145,3.023992521,0.038111634,0.129530274
tsr,0.589233908,8.06401143,0.038144173,0.129594315
grp,0.802730149,4.96485756,0.038188545,0.129698496
nAChRalpha7,0.753958567,3.706399926,0.03821202,0.129731658
CG6931,0.691394148,2.428222975,0.038266902,0.129871386
CG12713,1.268031308,3.001305374,0.038307088,0.129961157
CG14246,1.124090123,2.365532152,0.038443662,0.130377753
crm,0.76602478,5.1749187,0.038552611,0.130646635
Rnp4F,-0.448944496,5.663749861,0.038553303,0.130646635
wcd,1.026445723,3.359234666,0.038564368,0.130646635
CG7329,1.06953095,1.849446962,0.038663792,0.130912736
alpha-Est9,0.488068934,5.363102062,0.038670587,0.130912736
Bub3,0.970542038,4.988581297,0.038713252,0.131010296
Ir8a,0.364570456,7.335909782,0.038740189,0.13104602
Cht10,0.687873249,3.360536977,0.038751508,0.13104602
CG4300,0.607187202,7.073821576,0.038772929,0.131071615
CG14400,-0.895782957,0.629420072,0.038844221,0.131265722
nAChRalpha4,0.561525898,5.261723015,0.038860814,0.131274908
Uhg5,-0.614334614,4.2271178,0.038884407,0.13130773
HDAC4,-0.365915477,7.20548464,0.038944748,0.131464574
P5cr,-0.486640661,5.403608001,0.038961247,0.131473365
LpR2,0.583202102,5.112040583,0.03899835,0.131510951
CG43901,-0.519775765,5.157164617,0.039000183,0.131510951
Tps1,-1.643863404,3.756948451,0.039068441,0.13169419
endos,-0.371219827,6.845210057,0.039090081,0.131714148
Hsc70-1,0.913682211,5.452428895,0.039113245,0.131714148
mAChR-A,-0.571348653,4.749196505,0.039116123,0.131714148
cutlet,0.719157524,1.609933758,0.039131904,0.131720411
CG34408,-0.339591525,7.606995019,0.039166149,0.1317888
dco,0.742899412,7.087473225,0.039283617,0.132137073
AnxB9,0.345012657,9.022345129,0.039466984,0.132706683
HDAC1,0.838855571,6.531368281,0.039499222,0.132767899
CG7458,1.093210603,2.441348845,0.039590868,0.133000738
CG3702,-0.382130776,6.652662696,0.039596605,0.133000738
egr,0.521651939,5.183553749,0.039687563,0.133258951
Nup154,0.689568806,5.229146965,0.039722376,0.133328527
CG2120,0.788474152,1.071668134,0.039767444,0.133432466
cin,0.559835833,5.968125215,0.039814441,0.133542802
CG7044,-0.540567323,5.454280195,0.039838043,0.133574615
Ugt36Bc,-0.395243989,7.299254952,0.039893074,0.133711747
UQCR-Q,0.386964959,8.342286698,0.040008022,0.134049541
dome,0.700308734,6.133915944,0.040239854,0.134778585
Reck,0.644718903,4.071409657,0.040311404,0.134970455
CG9752,0.729067357,1.497745901,0.04033063,0.134987062
CG16885,0.894012504,0.276867478,0.040405119,0.135158429
Syx6,-0.421773241,5.929610429,0.040410399,0.135158429
CG32204,0.643825453,3.949151966,0.040474523,0.135275824
jbug,0.348299102,9.075748103,0.040485778,0.135275824
CG12428,-0.521759711,5.155517513,0.040488389,0.135275824
CG5921,0.608264991,4.311199663,0.040502934,0.135276655
uri,0.810565949,4.417396073,0.040636715,0.13562492
temp,0.436329057,5.857157754,0.040645096,0.13562492
lbl,0.741998578,3.243023476,0.040650209,0.13562492
Efa6,0.364503888,6.868011416,0.040704193,0.135757163
PHGPx,-0.348746359,9.505991052,0.040804108,0.13604245
Scgdelta,1.054301578,0.254297834,0.04085942,0.136178877
ncm,0.726970064,5.747747614,0.041103592,0.136944433
rdo,0.681989705,3.108623743,0.041120187,0.136951501
CG33939,-0.676533184,3.594482874,0.041146862,0.13699212
CG14438,0.651965479,5.886520737,0.041231278,0.137224888
CG14818,-0.396987453,6.430611641,0.041376274,0.137659037
CG42238,-0.530231029,5.404944839,0.041392881,0.137665884
CG18731,-0.555427718,4.935404087,0.041439651,0.137773006
CG3764,-0.407066976,6.385947834,0.04151963,0.137990425
CG7739,-0.384480782,6.615273557,0.041543381,0.138020882
RpL41,0.487838625,9.914147811,0.041569866,0.138060397
Ef1beta,0.60599335,8.095490049,0.041593983,0.138091899
CG16898,-0.86693874,0.116708901,0.04160854,0.138091899
Cdc16,0.851171314,4.594087375,0.041628196,0.138108693
CG10565,0.574498601,6.610834424,0.041655421,0.138150574
CG31368,-0.525756707,4.947384445,0.04176041,0.138331019
CG2100,0.737514606,4.068204521,0.041767186,0.138331019
spz,0.356346748,7.169703303,0.041773205,0.138331019
Smn,1.091583163,4.462735137,0.041777337,0.138331019
CG43092,0.362828825,8.194856118,0.041790789,0.138331019
Nup133,0.889696199,4.158442811,0.041797546,0.138331019
Obp18a,0.743881931,3.309740212,0.041825399,0.138374798
CG16772,0.391924354,6.68126206,0.04199903,0.138900671
CG8155,0.565886875,5.230043376,0.042083201,0.139130416
CG44838,0.515749294,6.888344796,0.042141569,0.139274722
grnd,0.449857504,5.807125892,0.042181396,0.139357671
CG32591,0.684560817,2.608790381,0.04230132,0.139705093
CG4497,1.053236692,4.512063969,0.042509092,0.140326765
sws,-0.353555306,7.379784786,0.042521935,0.140326765
Rcd5,0.594168131,5.940610906,0.042545653,0.140326765
CG6310,0.706650895,2.48011742,0.042548879,0.140326765
glob1,0.542054627,5.554270227,0.042639693,0.140577273
fus,-0.334171849,7.923860934,0.042674494,0.140643002
ltl,0.367848061,7.460143899,0.042858454,0.141200103
Nnp-1,0.964544273,5.14879071,0.042943993,0.14136539
CG14132,0.600909037,4.501984148,0.042948309,0.14136539
Or35a,0.442468634,5.793083049,0.042953445,0.14136539
X11Lbeta,-0.439875052,5.86307036,0.043005765,0.14148837
CG30105,0.911490019,2.595041911,0.043042919,0.141561383
twz,0.704939964,1.650581074,0.043158549,0.141892354
rho-4,0.581469608,5.247314905,0.043223669,0.142057087
CG18769,0.694507279,4.917052651,0.043242452,0.142069471
CG14440,-0.475081314,5.482509443,0.043293301,0.142187161
sls,0.683884408,7.218544817,0.043347379,0.14230906
ens,0.365248814,8.251733882,0.043360497,0.14230906
CG32700,0.882864493,0.543964168,0.043580107,0.142971874
CG6923,-0.493860348,5.209121194,0.043592671,0.142971874
CG7006,1.034779493,3.037311962,0.043658865,0.143139354
GstE11,-0.472351907,5.408810663,0.043831415,0.1436553
PPO2,0.907456613,3.050892231,0.043879105,0.143761805
CG6962,1.030961124,3.814577782,0.04390884,0.143766043
CG10962,0.720364018,1.481555756,0.043913966,0.143766043
CG9143,0.984083401,4.035836539,0.043925981,0.143766043
Sox100B,0.732072442,1.457705963,0.043972004,0.143861837
CG14964,0.821215094,4.353718849,0.043985658,0.143861837
CG10492,0.80503887,5.714079834,0.044197735,0.144457045
Gs1l,-0.370374766,6.76846008,0.044198177,0.144457045
CG14325,0.741952945,1.880271169,0.044244604,0.144558854
ktub,-0.426451774,5.845144669,0.044278445,0.144595878
SmydA-2,1.007626374,2.063036421,0.044286499,0.144595878
CG1440,0.517305526,6.581143297,0.04432258,0.144663763
mus81,1.076404771,2.912450496,0.044417704,0.144924245
CG9090,0.773122835,7.341024599,0.044466784,0.144998009
Rpt1,-0.344416747,7.077576511,0.04447096,0.144998009
CG7341,0.814509377,1.500991742,0.044512821,0.145084504
CG4630,-0.338431388,7.693480889,0.04456707,0.145208392
CG14777,-0.394381021,6.289499435,0.044581524,0.145208392
CR45743,-0.985188912,0.028200627,0.044600762,0.145221065
CG10602,0.379298131,6.504238417,0.044803102,0.145829704
beta3GalTII,-0.651807189,3.376535811,0.044897171,0.146085636
gfzf,0.627991391,5.466453438,0.044920025,0.146109754
VhaM9.7-a,-0.444172352,5.75518913,0.04510125,0.146648805
Pkc53E,-0.504836534,5.253375972,0.045213449,0.146963125
CG5026,0.657074777,5.416166085,0.045274563,0.147102257
mof,1.046954138,3.96509389,0.045287347,0.147102257
Oct-TyrR,0.685295261,2.253077596,0.045310868,0.14712815
CG42566,0.789953169,2.055801229,0.045445852,0.147515832
pyd,0.354485943,7.89384089,0.045614077,0.147961769
beat-VII,0.503836614,5.332954446,0.045614509,0.147961769
CG3530,-0.337048447,7.370874484,0.045679718,0.148118476
Wbp2,-0.329519491,8.374445111,0.045694127,0.148118476
CG4281,0.779485609,5.612936493,0.045714953,0.148135234
Tspo,0.36047196,6.898187508,0.045767907,0.148256055
CG10089,0.422601623,5.768394271,0.045849987,0.148471107
CG17361,1.026485025,3.307062045,0.045983124,0.14885129
CG2201,-0.340738614,7.701088869,0.046068035,0.149075153
CG34107,0.718212518,2.294165167,0.04617887,0.149330891
CaMKI,-0.342693783,8.539405422,0.046180756,0.149330891
l(2)k01209,0.41914461,6.106981603,0.046194411,0.149330891
Unc-76,0.328808135,7.61607606,0.046259312,0.149489622
path,-0.343891401,9.552357221,0.046296434,0.149504481
CG7033,-0.357337708,6.736842392,0.046298717,0.149504481
Ranbp11,-0.61065854,4.10233233,0.046311312,0.149504481
Sidpn,-0.626584853,4.114536075,0.046365507,0.149628387
l(3)psg2,0.888634463,4.90674181,0.046539781,0.150139587
Sp7,0.355315827,7.192501667,0.046617521,0.150339122
CG18304,0.879860661,3.88409693,0.046646312,0.150380716
CG4095,-0.847357214,0.390500023,0.046715315,0.150551878
CheB42b,-0.76582431,4.904299232,0.046833919,0.150866947
CG10226,0.467847929,5.544450052,0.046844968,0.150866947
CG13692,-0.5570594,4.658414832,0.046974705,0.151233295
CG15630,0.573926507,4.573918518,0.047036671,0.151340896
RhoGAP5A,0.737889095,4.378784966,0.047040116,0.151340896
Kap3,-0.346996042,6.95706736,0.047070083,0.151385834
CG32147,0.61817232,4.381313042,0.04712282,0.151465359
Rac1,0.46512059,6.489119024,0.047126825,0.151465359
MED21,0.640890737,5.412687332,0.047157769,0.151513349
CG43658,-0.394057685,6.071567495,0.04734311,0.151967732
CG13841,0.463187195,5.719282365,0.047346382,0.151967732
yellow-f,0.714841283,2.048971924,0.047347376,0.151967732
VAChT,-0.35022247,7.169954094,0.047405179,0.152101662
Gp150,0.345795796,9.785822606,0.047472644,0.152235945
uif,0.558221924,4.654461719,0.047479209,0.152235945
Cnx99A,-0.326850859,7.59573771,0.047498425,0.152239597
CG12179,1.034948156,3.071541651,0.047512527,0.152239597
Oatp33Ea,0.657829475,2.609363006,0.047612154,0.152448181
Ace,0.334372153,8.378421714,0.047624362,0.152448181
onecut,-0.41152504,6.395486291,0.047625959,0.152448181
pod1,0.67284745,5.853016761,0.047773305,0.152844549
Adgf-D,-0.706995591,1.833319495,0.047782094,0.152844549
RpS4,0.393395658,9.752117411,0.047900038,0.153122151
Nse4,0.904727931,3.556098535,0.047901243,0.153122151
dpr2,-0.580510629,4.469989894,0.048163424,0.153908248
CG5728,0.986566789,4.919376138,0.048192612,0.153949525
Hexo1,0.404087746,6.019579104,0.048219826,0.153984472
tow,-0.561055521,4.553550702,0.048237935,0.153990331
CG7156,0.772435972,4.70933418,0.048298995,0.15413325
NetB,0.502286534,5.05475701,0.048328128,0.154174222
CG9449,-0.378640563,9.710707592,0.04837809,0.154179998
Ndae1,0.342519933,8.115366501,0.048378211,0.154179998
gbb,0.424113816,5.901188313,0.048378822,0.154179998
SdhC,-0.332450376,8.302415476,0.048488124,0.154476305
PGRP-LB,-0.379358195,6.732245155,0.048603614,0.15476954
CG1427,-0.391216102,6.168579914,0.04861288,0.15476954
CG8507,0.438665873,6.561644417,0.048751435,0.155158453
Acph-1,0.892243612,4.447983043,0.048792883,0.155238151
CG3735,0.908861583,4.116577288,0.048888896,0.155491339
RhoGEF3,-0.476105835,5.195346554,0.048936079,0.155538379
CG12065,0.342723884,7.214463404,0.0489679,0.155538379
Ac3,-0.4836235,5.50886201,0.048978844,0.155538379
Alk,0.725595552,2.561476311,0.048982897,0.155538379
Pez,0.689972192,5.243844847,0.048985877,0.155538379
CG17271,0.394617969,6.103775905,0.049168368,0.156065446
CG4842,0.769334788,0.825267739,0.049222445,0.156139239
Mkk4,-0.35210292,6.755596201,0.04922462,0.156139239
dom,0.606584681,7.185097189,0.049259319,0.156191235
lute,-0.413911956,6.063377369,0.049276802,0.156191235
cal1,0.632322761,4.065310376,0.049290533,0.156191235
CG8116,1.228827013,4.739703639,0.049307186,0.156191694
CR46089,0.819783387,0.986334473,0.049370555,0.15634009
RnrL,0.879450844,3.617350398,0.049431915,0.156404503
CG13562,0.697277842,1.413680476,0.049450565,0.156404503
CG10581,-0.655211029,2.542264695,0.049454395,0.156404503
CG5080,0.638368038,4.224665937,0.049457015,0.156404503
CG11842,0.803551628,0.377870827,0.049704722,0.157135343
Ddr,-0.561023805,4.596788234,0.049725548,0.157148676
pont,0.779945625,5.108348486,0.049750425,0.1571748
Zif,0.581732374,5.305438345,0.049798432,0.157227498
CG8320,-0.493468079,5.174518315,0.049800339,0.157227498
e,0.772646232,3.374621261,0.049899062,0.157426947
Cad96Ca,0.508617743,5.131246307,0.049905482,0.157426947
Cyp4d8,-0.418424154,6.635901333,0.049915812,0.157426947
CG34331,0.815958295,2.2590914,0.049930064,0.157426947
tkv,0.435986398,5.813308869,0.049976055,0.157495653
CG8646,0.775337876,1.373047014,0.049985145,0.157495653
Kdm4A,0.994380176,4.192338978,0.050165502,0.157967079
CG8306,-0.337416529,8.410619254,0.050168154,0.157967079
Hs6st,0.562871602,4.929090956,0.050275224,0.158221774
Cyp12b2,0.403008003,6.392537932,0.050290351,0.158221774
Rfx,-0.374394396,6.63005671,0.050299207,0.158221774
CG6023,-0.644922785,4.095433592,0.050433658,0.158591981
CG1124,0.575291131,4.626214694,0.050591152,0.15903438
myo,0.352523243,6.881916344,0.050657956,0.15919149
Cbs,0.463350879,6.192753644,0.05068391,0.159220171
ITP,-0.347416845,7.165266333,0.050851363,0.159693195
CG10151,-0.609197756,3.964142163,0.050881545,0.159734962
chinmo,-0.599987034,4.217809714,0.051024354,0.160105653
drm,0.779910132,1.860537431,0.051033465,0.160105653
Gs1,0.51515514,5.638516822,0.05112215,0.160330722
lola,0.774713624,8.411740111,0.051142256,0.160340631
Xrp1,-0.325506499,10.32474424,0.051178552,0.160401279
RpII215,0.627645057,6.440225557,0.051243945,0.160518377
GlcAT-I,0.686557881,4.316201212,0.051249843,0.160518377
NaPi-III,-0.32829552,9.633570048,0.051342229,0.160754523
CG5854,0.550170801,5.299657399,0.051431086,0.160979468
swaPsi,0.775664033,0.601826742,0.051572269,0.161367992
Ada2b,0.638599857,5.403580157,0.051655952,0.161576402
CG6961,0.883696183,4.296516998,0.051826304,0.162055681
CG11596,0.783791228,5.132692338,0.051855338,0.162092899
CG7137,0.752170518,3.490500733,0.051900333,0.16217997
nvy,-0.511223997,4.945007324,0.051976544,0.162364495
vig2,-0.343859191,7.248785264,0.052026114,0.162465707
CG10927,0.961185537,1.775504885,0.05227101,0.163164229
Pvr,-0.340058927,7.06207648,0.052295019,0.163164229
CG13868,-0.343237457,8.954731803,0.052301533,0.163164229
nwk,-0.333464978,7.229113323,0.052513138,0.163770374
Kah,0.742116544,3.113104456,0.052594835,0.163971113
CG15563,0.801438545,0.87910036,0.05261997,0.163995441
CG5808,0.760078993,3.349620759,0.052680097,0.164128771
RhoU,0.616625246,3.711639691,0.052700133,0.16413715
CG10311,0.34665133,6.91208462,0.052747646,0.164182563
CG42598,-0.745127108,0.889084776,0.052749418,0.164182563
jv,0.467544548,5.22109915,0.053063596,0.165106131
Ance-5,0.742128235,2.788952084,0.05312497,0.165242756
MAN1,0.789253456,5.33590123,0.053234117,0.165508744
unc-13,-0.348043496,8.568533269,0.053245468,0.165508744
TfAP-2,0.697456893,1.97626422,0.05329765,0.16561654
Rack1,0.345803391,9.701720039,0.05336822,0.165781383
Usp32,-0.362635327,6.521802295,0.053423366,0.165882368
psq,0.506870384,7.198662121,0.053435791,0.165882368
Non2,0.635059569,6.735278006,0.053463666,0.165914465
Smg6,-0.332730954,7.184349449,0.053539701,0.166095951
CG31365,0.870268702,4.612312715,0.053603086,0.166238085
CG16771,0.637378828,3.323019176,0.0536757,0.16640874
Gem2,1.057779774,3.398313293,0.053760977,0.166618527
Dlic,-0.333706444,7.802424963,0.053831734,0.166783192
Lrrk,-0.434531128,5.602311149,0.053899442,0.166843895
Pka-C1,-0.315773521,8.906956586,0.053901952,0.166843895
Orc6,0.874574125,1.650241184,0.053904226,0.166843895
dpr10,0.625034958,3.629781721,0.053929123,0.166866371
Ssb-c31a,-0.542186058,4.656692137,0.054028668,0.167119732
eys,-0.383479952,6.098331227,0.054256522,0.167769678
Cp190,0.637621377,7.016687351,0.054293572,0.16781271
CG2736,-1.20298694,1.221054403,0.05430591,0.16781271
CG15385,-0.410188516,5.896712797,0.054375325,0.167972357
CG15629,0.66278141,1.896366895,0.054479092,0.168237978
TyrR,0.758795965,0.585317794,0.05451051,0.168280079
Rph,-0.658303663,2.309507372,0.054533696,0.16829675
Updo,-0.352647653,6.897668215,0.054678222,0.168687753
ana2,0.777272176,1.580136129,0.054892001,0.169292083
cos,1.049344785,4.507245112,0.055058025,0.16974879
Pkn,0.362369346,6.532763349,0.055113346,0.169864
Ipk2,0.511380047,4.920072031,0.055140251,0.169891583
CG4741,0.711781396,1.094210843,0.05524776,0.170167417
bif,0.481432099,6.085025205,0.055364916,0.170472775
Eip55E,0.514926549,5.551781126,0.055398172,0.170519684
ab,0.493096051,4.977009066,0.055483574,0.170727016
Drice,0.736360725,4.953859559,0.055530637,0.170816284
CG14223,0.664723593,3.173150123,0.055730993,0.171376879
hid,0.632497504,3.547488783,0.055843817,0.171630338
Dis3,0.702299331,4.354926995,0.055849695,0.171630338
