symbol,PN_36h_rep1,PN_36h_rep2,PN_36h_rep3,PN_adult_rep1,PN_adult_rep2,PN_adult_rep3
Sap47,7.98132077,7.50176551,7.444166606,9.800515685,9.865043028,9.920582186
nSyb,10.7608074,10.17153455,9.981593802,11.03271825,11.10460036,11.20372787
Syx1A,9.495629803,9.362291876,9.282859955,10.50033894,10.56217443,10.49302483
TfIIA-S,7.243638693,7.516210826,7.575600775,6.856199716,6.765929037,6.731880141
TpnC41C,0.535646052,0.300531207,0.516062327,0,0.043373527,0
bcn92,5.196853653,5.236808402,5.087721198,5.180685491,5.057057372,5.072730721
beat-Ia,7.01451203,7.158686511,7.213855487,6.614666916,6.664969772,6.27698891
Cdc2rk,4.906824671,5.047725809,5.418469691,4.088499261,4.790517566,4.639543444
igl,8.508608589,8.637104271,8.389110083,10.17280999,10.38034649,10.37344676
klu,2.279066639,1.569773665,1.630628187,0.774503582,1.485799341,0.876594188
MED20,5.45521961,5.535840545,5.687354544,4.204251837,3.884094722,3.986586603
l(2)dtl,2.733788825,3.195949561,3.580892274,3.259210649,3.460847317,3.293218198
Pex1,3.4106255,3.249630332,3.073530072,3.010536396,3.179108557,1.982113624
mtd,6.869108605,6.171358526,6.26093328,9.041688729,8.999680149,9.010671704
mt:ATPase6,9.136715862,9.050474339,8.929230008,9.636018212,10.12200706,10.19404952
mt:ATPase8,3.461981611,3.314038884,3.34940061,3.480471851,3.658599747,3.917837622
mt:CoI,11.15264832,11.43292993,10.8994212,11.68473137,12.11269848,12.08286655
mt:CoII,10.4473332,10.65954537,10.44175879,10.71050556,10.96434223,10.92426226
mt:CoIII,9.881442233,10.11431864,9.557517471,9.721804535,10.14127873,10.12027154
mt:Cyt-b,9.005938755,9.143581072,8.743400508,9.600759553,10.08919647,9.933736055
mt:ND1,2.860399202,2.953318552,2.532134963,3.182242363,3.641059789,3.532740095
mt:ND2,0.535646052,0.736253047,0.516062327,0.360915446,0.417626289,0.478639091
mt:ND3,0.132696544,0.19503084,0,0.250347622,0.450220187,0.373031704
mt:ND4L,0.045601845,0,0,0,0,0
mt:ND5,2.947058955,2.835386896,2.477482248,2.209162262,2.67856081,2.914708147
mt:ND6,0.089806327,0.300531207,0.215700384,0.161479554,0.482093952,0.528678517
mt:lrRNA,3.961586169,4.281028714,3.802726637,3.537500688,3.703230035,3.583929621
mt:srRNA,1.327308948,1.128912832,1.385527878,0.889646124,1.02694508,1.20365991
mt:tRNA:C,0,0,0,0.033774261,0.043373527,0.035045714
mt:tRNA:G,0,0,0.075540634,0,0,0.035045714
mt:tRNA:K,0,0,0,0.066775902,0,0.035045714
mt:tRNA:V,0,0,0,0,0,0.035045714
not,7.651770529,7.520993968,7.294615825,6.194181309,6.422166842,6.326010309
nuf,5.184166516,5.008041094,5.322892357,4.20795477,4.368443612,4.906446696
pck,5.578624583,5.564364813,5.750659997,4.550366072,4.695153985,4.446424169
phyl,6.801355222,6.729504588,6.842992973,7.731149028,7.783669368,7.602480435
pnut,9.076803738,8.274280681,8.314337425,8.221611759,8.132843983,8.169093443
sced,8.561561414,8.398669601,8.432181508,7.142338953,7.221777598,6.862306952
shot,7.671448714,7.899966809,7.941365294,8.390490576,8.332359953,8.139709809
alien,7.635086804,7.862770669,7.970722368,7.159650873,6.972878042,7.223950638
Arf102F,7.816614583,8.152895603,8.055079377,7.789925513,7.712398186,7.703285164
Arf51F,7.570258584,7.651357483,7.509891457,7.944547851,8.231660337,8.099145693
Awh,0.292540976,0.081202514,0.215700384,0.033774261,0.085481031,0.135347252
Bgb,7.530216436,7.643232586,7.724934305,6.678445197,6.447613972,6.437036115
Bro,0.292540976,0.430174687,0.670218812,0,0,0.035045714
Mtor,6.171277201,6.258496037,6.220944222,4.774170851,4.951440281,4.649471897
CASK,8.770027821,8.352904007,8.379361483,9.370380646,9.576540881,9.49104608
Cdk5,6.593026817,7.0217249,6.86378432,6.044831743,6.029169669,6.225295045
CG5210,1.399333176,0.632309912,1.924215439,1.579992895,1.516904971,2.24414781
Chi,7.256118728,7.008810581,7.155758313,6.974777044,6.957017369,6.902595986
cnn,5.170080579,5.206588928,5.193234371,4.513436933,5.526996466,4.771385849
Crz,0.503325831,0,0,3.018992574,3.174238936,3.53885752
Cp1,6.91205913,6.730291539,6.731372608,6.804248025,6.609232401,6.876566641
Cyp6a9,0.503325831,0,0,0.161479554,0.450220187,0.577040364
Cyp6a8,0,0,0.460785459,1.317456221,0,0.478639091
Cyp6a22,0,0,0,0.066775902,0,0
Deaf1,7.306450687,6.986916699,7.004516609,6.974505336,6.869349947,7.061353398
Dhc36C,1.611301687,1.861727169,0.764538089,0.53610018,0.659827649,2.102646246
Dhc62B,2.040900983,2.142762288,2.115320432,3.136343674,1.917388382,0.503875743
Dhc93AB,0.132696544,1.437245771,0,0.852277114,1.404968185,0.669156436
Dhc98D,2.170049465,2.142762288,1.261622271,0.250347622,1.869991204,0.288421873
Elal,0.089806327,0.081202514,0.718149104,0.221328946,1.151098443,1.705851653
Esp,0,0,0.147321929,0.130597294,0,0
FK506-bp2,10.46484616,10.67921551,10.78144684,8.251858478,8.306585201,8.348386709
Gycalpha99B,8.434883418,8.100143056,8.022642012,10.47078435,10.42195922,10.35960822
Gycbeta100B,6.756209829,6.390307692,6.652623904,8.29590871,8.340669125,8.557082848
His4r,10.79706281,11.04598486,11.04574671,9.365311877,9.338646327,9.433824824
imd,5.10156488,5.131131698,5.024793115,5.082240847,4.353443631,4.892182103
MAPk-Ak2,7.216482089,7.182746273,7.444611868,6.892318364,7.055636863,7.199540867
Calx,5.684213826,5.197512081,5.132626446,6.097683295,6.110441522,6.167737618
Nrx-IV,8.90140026,8.792684945,8.779145333,8.171289097,7.793229261,7.709738919
Hf,0,1.390218998,0,1.127194515,0.417626289,0.16728912
Pdi,8.959882539,8.963880366,8.967843967,6.88308364,6.838132808,6.74847192
Ask1,4.174114753,3.724299319,3.867919088,3.897637326,4.924144663,4.18880372
Ptp69D,5.911343172,6.191499845,6.303775855,4.604748076,4.257713206,4.240390798
Rab2,8.635653106,8.773629543,8.817811778,7.92794527,7.980958791,8.037428258
Rab5,8.568656165,8.60785632,8.529835911,8.582075972,8.564540021,8.465013299
Rac2,1.835557205,1.982901267,2.133109169,1.261540434,0.417626289,1.557068777
Rel,3.888389754,4.155408506,3.722747647,4.57207817,4.683206338,3.999951831
Rh5,0,0.490874211,1.195435982,0.033774261,1.151098443,1.23414005
Rho1,9.746966885,9.90303986,9.807411003,8.23290094,8.273385233,8.319028586
Rlb1,4.848518987,4.995003143,5.226757565,3.999430784,4.34912912,4.137320678
mRpL47,5.656926097,5.65667176,5.702326566,6.064878651,5.786722241,5.957194242
Rnp4F,6.565408923,5.986766098,5.938146006,6.370975541,6.411860967,6.23238989
RpL7A,8.888162771,9.028808559,9.02255215,7.474284351,7.618949534,7.709569452
SdhB,7.51433933,7.24105866,7.259110496,8.970242787,9.300678957,9.126843562
2-Sep,8.94360202,8.838384025,8.757984034,7.486150233,7.642499675,7.695947243
Spat,1.533416609,0.924055416,1.553463943,1.802029689,1.501435987,1.759224431
Sptr,4.685240111,4.625321699,4.729771725,4.934738351,5.11665112,5.396203677
Sr-CI,0,0.71096088,0.215700384,0,0,0
Su(Tpl),5.965729959,6.131404207,5.807154738,6.709797043,6.501580277,6.477408895
Tie,0.214831388,0.231061681,0,0.033774261,0.085481031,0.528678517
Ugt,7.653612423,7.532995658,7.497928044,5.685838764,5.846101926,5.809414587
Vm32E,0.089806327,0.266214546,0,0,0.24260175,0.577040364
CG4278,5.071568422,5.49474946,5.646136358,4.377012952,4.997654629,4.684383094
barr,4.499047886,4.285318988,4.339464716,2.90499634,3.203213121,3.391144274
bif,5.321422176,5.782648091,5.24118252,5.132789776,5.007270208,4.880186247
bnl,2.269489461,2.440768359,2.55870404,0.733985886,1.845695598,1.263989531
cher,1.04246964,0.460843657,0.670218812,0.692297297,0.043373527,0.345376129
croc,0,0.266214546,0.075540634,0,0.043373527,0.035045714
fax,11.25004266,10.9992088,10.95579764,7.784200966,7.916446279,7.886844749
gcm,1.212046198,0.19503084,0.147321929,0,0.631684635,0
Oda,10.03982098,10.23895894,10.33731034,9.432133493,9.404060061,9.496753365
Hel25E,9.379746806,9.365144676,9.482636938,7.670043669,7.552483333,7.325420291
prod,5.569872931,5.088804671,5.143637714,4.840080097,4.95428369,4.957575677
mof,4.299401931,4.16242276,4.26880771,3.427462054,3.352936517,4.131260352
mia,2.424238697,2.29519787,2.477482248,2.302171081,1.757286554,2.696753091
mirr,9.133337307,8.932767176,8.99621691,8.556526896,8.387046709,8.618845692
noi,6.535255283,6.327727775,6.608798226,5.503514458,5.612280131,5.455613877
nol,0,0,0,0,0,0.102682134
RhoL,1.533416609,1.69114504,1.553463943,1.275723862,1.131134066,0.288421873
sty,5.132271921,4.831537306,4.694264914,6.71110229,7.006142377,6.803815527
sun,6.728078967,6.622514984,6.855771563,6.825193453,6.35382385,6.646994644
tilB,0,0.120151752,0.075540634,0,0.450220187,0
tim,1.517322013,1.308265359,2.003720007,4.235427909,2.847136684,2.970084647
Vps26,7.555064801,7.469608716,7.490615844,7.034124722,7.02654972,7.099102757
CG13397,0.401779573,0.19503084,0.764538089,0.130597294,1.869991204,0.713098814
CG11899,5.676081564,5.924177939,5.770685777,5.486846383,5.367628395,5.502537042
Acp1,0,0.19503084,0,0,0,0
Ahcy13,5.289794148,5.246742513,5.511510796,4.594883145,4.999032213,4.27744829
Cp7Fa,0.366277874,0.398839565,0.075540634,2.440796779,3.295795155,2.352309697
Cp7Fb,0.089806327,0.632309912,0.147321929,1.344621878,1.151098443,1.417958665
Cp7Fc,0,0,0.075540634,0.53610018,0.417626289,1.108154106
Cyp4e2,0.875744677,0.120151752,0.516062327,0.871082608,0,0
Eig71Ej,0.045601845,0,0.460785459,0,0,0
Eig71Ek,0,0,0.215700384,0,0,0.035045714
His3.3A,7.229198225,7.141632285,7.429845169,6.821572545,6.780821964,6.923203455
Hr38,3.964556883,4.174037927,3.889011294,7.580935734,7.658061544,7.625118745
Mcm2,0.045601845,0.80957322,0,0.46360926,0,0.069260254
Mlp84B,1.345654897,1.406065524,1.443705866,1.158148923,2.57152107,2.175131167
Mtk,0.045601845,0.266214546,0,0,0,0
Ost48,9.921837044,9.89244449,9.944532055,7.437104036,7.375526981,7.366414476
Pglym78,7.670766765,7.782149555,7.939155043,10.16142666,10.0728137,10.16893924
Psi,3.743716405,3.894033778,3.521351046,3.501745646,3.590782154,3.339511684
Roe1,7.033025996,7.132433744,7.300039307,7.680076106,7.50163747,7.55403445
Set,8.155209757,8.373703549,8.490701519,6.716636452,6.675346539,6.547728679
CG14630,0.254209339,0.158077041,0,0.559476377,0.35014255,0.646672929
Hydr2,8.578506325,8.659484119,8.683357306,6.729252826,6.891029478,6.484161298
CG2846,5.621603786,5.797742791,5.853494929,4.900823415,5.140565174,4.469025561
CG2678,0,0.041172495,0.075540634,0.033774261,0,0
btn,0,0.041172495,0,0,0,0
betaggt-I,6.057627765,6.060584148,6.010906332,6.090680436,6.155612462,5.988261615
iotaTry,0.470264926,0.266214546,0.569299184,0,0,0
Ag5r,0.292540976,0.334050524,0.460785459,0.670992382,1.090356876,1.860388321
Ahcy89E,0,0,0,0.099039483,0,0
Cctgamma,8.237643572,7.791039879,7.817571606,6.668065371,6.620463975,6.274241501
CkIalpha,9.568281542,9.58364554,9.51278111,9.623075758,9.712540215,9.81186288
CkIIalpha-i1,3.804664472,4.601433853,4.211355353,3.537500688,3.92525315,3.759213048
cype,8.243770235,8.253355035,8.474222324,8.815771248,8.614376773,8.685587944
Cyp4d8,0.089806327,0.081202514,0,0,0,0
Cyp4e3,0,0,0,0,0.043373527,0
Cyp4ae1,1.699531977,1.437245771,1.750716776,3.636993636,3.594432103,3.473293045
Cyp4p1,1.501045839,1.569773665,1.324904867,2.036664815,1.209385607,1.23414005
Cyp9b1,0,0.041172495,0.215700384,0.066775902,0,0
Cyp9b2,0.174348395,0,0.569299184,0.033774261,0,0
Cyp9c1,4.194501521,4.155408506,4.056839367,4.862572394,4.698549503,4.680238083
Ddx1,6.245209013,5.81861351,5.978063939,4.997059559,4.981020193,4.811101385
eIF-4E,9.8014084,9.974898002,10.02742002,9.35939306,9.283470586,9.361784637
Fer2LCH,9.515199512,9.689862514,9.691483666,9.189593031,9.439941122,9.463171538
Fer1HCH,9.010257897,9.249754764,9.190178801,9.281527017,9.45720797,9.330443181
glec,5.861215711,6.136162553,6.177673929,5.289536416,5.422045977,5.632646953
Hr78,4.239344958,4.100468683,4.160221217,3.93832913,4.068603526,4.569557415
Hr96,4.09227737,4.143641763,3.705016828,6.619888127,6.575465084,6.533629954
Hsp60,9.289417252,8.422967593,8.504220643,10.66520059,10.54385667,10.46987399
Diap2,6.819927554,6.558375835,6.818466052,8.627801029,8.64571735,8.492557171
Nap1,6.827290055,7.023009997,7.065423743,6.735038763,6.783622332,6.754727099
Nf1,6.517665142,6.438776703,6.810196867,8.035399437,8.265250731,8.19644007
Orc2,1.611301687,1.437245771,0.764538089,0.438612949,1.635025489,1.482857594
Orc5,3.582901524,3.487904762,3.34940061,2.796050433,2.758818664,3.116341119
Pi3K59F,4.525440398,4.058472524,3.808273282,4.422342821,4.465310049,4.622362644
Pi3K68D,5.433942724,5.521364096,4.978805184,5.143464107,5.283079737,5.170531863
Pi3K92E,6.008097767,5.504902549,5.543456072,6.10614132,5.497085273,5.388602385
Rpt2,7.594672134,7.697560101,7.618064292,6.128293761,6.346266964,6.534778241
Rpn10,8.741410146,8.743153438,8.90726881,8.203525589,7.777862751,7.935765999
Rala,2.747651708,3.032018319,2.948503801,1.821497219,2.18282089,2.026325936
RpL22,8.422243616,8.475423962,8.650539627,7.462513828,7.394755246,7.404811294
Shark,1.019799334,1.993428657,1.355534777,0.961599966,1.905684269,1.495494259
Shc,7.37977589,7.373897781,7.335043703,5.752010653,5.911204903,5.726083978
Srp19,4.442639682,4.615132444,4.85296184,4.253456924,4.282813529,4.13328329
Ssb-c31a,8.105443261,8.357622851,8.453576282,7.683903451,7.578517223,7.516746852
Try29F,3.034472531,3.047255909,3.162832807,3.076837387,3.88110941,3.249125776
Ubc2,6.585810054,6.683517333,6.562779274,5.125955667,5.299943501,5.280492552
Ubc4,5.372641865,5.667394838,5.255464673,4.913351655,5.237121536,5.089498292
abs,4.270886397,4.065973001,4.58541339,3.178472755,3.456842771,3.087417506
CG15865,0.366277874,0,0.280984078,0.033774261,0.602981688,0
CG5861,7.015228516,7.309796544,7.198097371,6.778643138,6.562945091,6.482575338
CG14906,3.511572247,3.792197188,3.808273282,3.672267933,3.519618693,3.751331862
CG2034,4.239344958,3.946446752,4.028605928,4.226328203,4.387502938,4.670519826
oxt,6.505988021,5.764323473,5.767841914,5.783371855,5.725625611,5.492328334
chn,9.292449735,8.60399728,8.589035056,8.943214312,8.970484235,8.996016976
RabX1,4.979114622,5.01967535,5.11930102,5.38585219,5.254527878,5.268578232
cutlet,1.995147922,1.716783909,2.449359368,1.86904688,1.820983826,1.188174903
dod,7.343436452,7.312689276,7.347954443,6.203949029,5.755275057,5.986584172
drl,9.616000334,9.344091948,9.436933265,7.600083968,7.71155816,7.838532829
dsf,1.434040296,0.231061681,0.460785459,4.423935696,2.133498108,4.302833562
glu,3.511572247,2.817724095,3.487178982,3.846291921,3.179108557,4.088109924
hoip,4.582632007,4.896079406,5.015232518,3.379014329,2.479776257,3.470095355
jumu,3.138096516,3.419290549,2.833531017,1.831133353,3.339949497,2.947268856
kek1,7.540704924,7.534798592,7.51244219,7.572702191,7.640515002,7.468890041
kek2,6.826065577,6.577743862,5.979293751,6.505314516,6.498174554,6.137822369
ksr,4.423335953,3.330739702,2.988140057,3.947217978,3.655108773,4.33130868
Rme-8,4.60945083,4.620236067,4.998347489,4.538651277,4.467301994,4.533248653
Cul1,6.712701273,6.770249965,6.830781634,6.3651836,6.474106687,6.77915713
mbc,4.08410559,3.84546732,3.867919088,2.640334781,3.948255579,3.957196723
nAChRalpha3,6.8333969,7.109026218,7.166595093,7.887099673,7.870335453,7.831853075
nonA-l,6.455146001,6.3488908,6.431464627,5.058851619,5.277414391,5.36641541
RpS21,6.063181567,6.225944898,6.331004616,4.690622352,4.665964784,4.456153868
olf186-M,0.045601845,0.120151752,0,1.509728016,0.24260175,0.198539073
otp,9.652840368,9.498268462,9.47992431,8.984075699,8.979846018,8.944744778
peng,4.753815541,4.335831117,4.519314502,4.020640478,3.913612926,4.499143295
sda,5.462593002,5.535840545,5.405720167,7.556092781,7.526209892,7.584295352
spag,6.066641868,5.685361968,6.033577501,6.013964823,5.749557409,5.761827731
spel1,3.650869688,3.567563376,3.650478154,5.022515467,5.398229439,5.014656708
tap,0.366277874,0,0.215700384,0.066775902,0.085481031,0
tos,4.153435765,4.346135498,4.168870426,2.259987662,0.043373527,2.565074991
tty,10.38015918,9.884954655,9.958395867,9.646758229,9.719398919,9.583324361
unpg,6.447203489,6.034697505,6.076729698,5.092292986,4.823548296,4.527107348
alpha-Est1,0,0,0.147321929,0.413175903,0.043373527,0
alpha-Est10,1.308726695,1.030117199,1.471938095,1.358015262,0,0.069260254
alpha-Est2,0.174348395,0,0,0.943945139,0,0.317180035
alpha-Est4,0.045601845,0.041172495,0,0,0.204896494,0
alpha-Est6,0,0.19503084,0,0,0,0.035045714
alpha-Est7,0.254209339,0.398839565,0.976440789,0.161479554,0.126394328,0.623833477
alpha-Est8,0.850272436,0.632309912,0.853067622,0.46360926,1.421500783,1.58098111
alpha-Est9,2.250142238,2.478727689,2.778079691,4.183714049,4.294079983,4.139335142
dare,5.08664461,4.285318988,4.498879513,4.689298436,4.758340676,4.566566344
Acp29AB,0,0,0,0.033774261,0.085481031,0
Acp76A,0,0.041172495,0,0,0,0
Apc,6.444014201,5.775803606,5.357353152,6.738883203,6.888058497,6.922911126
AstA,3.132824261,2.892748347,3.364538998,3.872193034,2.07199486,1.188174903
toc,8.055292573,8.129074645,8.003125965,8.379450441,8.546164123,8.356202291
BEAF-32,6.90666319,7.211774505,7.30984825,6.788259656,6.721974402,6.976571837
CadN,9.032900563,9.110566259,9.008616727,7.293102599,7.48182148,7.546463881
CanB2,9.738314087,9.847545675,9.821450389,8.012952693,8.138636522,8.021543226
SMC3,3.519674124,3.549841483,3.507779194,3.495699362,4.084263456,3.790314184
Cdk8,5.187984386,5.111936154,5.216365,3.433800547,3.149641186,3.544949115
Clp,5.775850434,5.915208684,5.643035796,3.522710293,4.140271323,3.865254417
Cnx99A,10.6635589,10.3162709,10.37353855,9.041040158,9.144112948,9.030954974
Cpr,4.54343335,4.510907744,4.670098736,7.063290791,7.200081475,6.959000823
CycB3,4.885039258,4.973894197,4.772960566,2.815598269,3.500293038,1.557068777
Dot,0,0.605110328,0.718149104,0,0,0
Dref,6.132179844,6.382819749,6.359619051,6.120947343,5.724793254,5.876768333
Cyp6a17,3.478701941,3.833798334,3.668887747,2.810736085,2.381798538,2.718475266
ktub,3.495230706,4.065973001,3.808273282,0.996274402,2.608090535,3.207488644
Hmu,8.278502393,7.908335798,8.02085155,7.526001975,7.123837422,6.993096232
Lis-1,7.836817756,7.666443725,7.639225437,7.852919356,7.857102687,8.088498131
RpL9,7.741966392,8.032365832,8.104945066,6.086663487,6.294476171,6.228610315
p38a,1.699531977,1.030117199,1.443705866,1.668653552,2.18282089,1.391158966
Msr-110,4.105794978,3.047255909,3.045624549,6.551950033,6.793976367,6.875962709
MstProx,0,0,0,0.161479554,0.126394328,0.553062079
Nak,6.945897851,6.842996096,6.880994116,7.570007148,7.457977877,7.957050868
NetA,2.180307622,1.716783909,1.385527878,1.646993946,0.204896494,3.23034864
NetB,5.785962,5.253327454,4.953999061,5.150215972,4.779337104,5.35951943
nrv1,1.727782409,2.114106622,2.003720007,1.657864397,1.246975234,1.495494259
nrv2,7.976362192,7.972930596,7.84346489,7.494891312,7.649314949,7.683576303
rin,9.384814833,8.41356694,8.559944617,7.957803671,7.906020107,8.078690218
P5cr,7.996276518,8.091441099,8.171283097,7.947457987,8.203406868,8.112025066
Rab10,3.084486341,3.149637476,3.10991715,1.86904688,0.631684635,2.933404153
Rab11,6.108202524,6.325125551,6.416108039,4.6612118,5.01546143,5.045060806
Rab14,8.737616328,8.930115326,8.995001446,8.771102718,8.880763545,8.881087769
Rab19,4.758957993,4.879148533,4.938908041,4.95911219,4.766452428,4.847290197
